Unnamed: 0,id,host_id,host_name,neighbourhood,latitude,longitude,room_type,price,minimum_nights,number_of_reviews,reviews_per_month,calculated_host_listings_count,availability_365,area,reserved_days,occupancy_rate,night_category,distance_to_attraction
10534,42628401,113455659,Pook,Bang Phlat,13.78585,100.4959,Private room,690,1,0,0.0,1,270,Inner,95,26.03,1,8.789963484543762
10546,42142423,26736483,K,Samphanthawong,13.74048,100.51184,Entire home/apt,969,1,4,0.27,89,360,Inner,5,1.37,1,5.22295142171753
10652,42956572,151783029,Aek,Bang Sue,13.81185,100.52229,Entire home/apt,800,28,1,1.0,1,138,Inner,227,62.19,28+ days,9.230793390598631
10697,42958306,342045019,กำไล,Bang Sue,13.81188,100.52217,Private room,1700,2,1,0.03,1,180,Inner,185,50.68,2,9.239509264444742
10698,42958468,342045481,Lantom,Bang Phlat,13.77726,100.48479,Entire home/apt,1820,2,0,0.0,1,90,Inner,275,75.34,2,9.273476339033332
10699,42958483,342045751,มณฑาทิพย์,Bang Phlat,13.79054,100.47448,Private room,3300,1,1,0.03,1,180,Inner,185,50.68,1,10.982777223669697
10719,42849015,340933740,Ratha,Thon buri,13.73803,100.49657,Private room,1200,1,0,0.0,1,180,Inner,185,50.68,1,6.8612487922970455
10812,43027061,342479471,Anon,Thon buri,13.71598,100.48075,Entire home/apt,3540,1,1,0.03,1,270,Inner,95,26.03,1,8.88159775251856
10817,43028274,95640425,Manee,Thon buri,13.71361,100.48909,Entire home/apt,1400,30,0,0.0,1,365,Inner,0,0.0,28+ days,8.094505246380907
10823,43274573,33648272,Jeenie,Bang Sue,13.81987,100.53271,Entire home/apt,650,28,2,0.06,22,307,Inner,58,15.89,28+ days,9.631734575307085
10859,43312186,324456745,Saowaros,Samphanthawong,13.73347,100.51267,Private room,1200,1,0,0.0,5,365,Inner,0,0.0,1,5.133925039618802
10860,43312235,324456745,Saowaros,Samphanthawong,13.73347,100.51267,Private room,1400,1,0,0.0,5,365,Inner,0,0.0,1,5.133925039618802
10861,43312271,324456745,Saowaros,Samphanthawong,13.73347,100.51267,Private room,1700,1,0,0.0,5,365,Inner,0,0.0,1,5.133925039618802
10862,43312318,324456745,Saowaros,Samphanthawong,13.73347,100.51267,Private room,2000,1,0,0.0,5,365,Inner,0,0.0,1,5.133925039618802
10871,43313462,95362867,Nutthapon,Thon buri,13.7113,100.47748,Private room,886,1,12,1.24,1,350,Inner,15,4.11,1,9.367454716789144
10911,43323591,277107464,Ramita,Samphanthawong,13.73545,100.5115,Private room,1134,1,0,0.0,1,180,Inner,185,50.68,1,5.248372072094416
10941,43619006,222223926,Hong,Bang Phlat,13.8017,100.50932,Entire home/apt,6300,1,13,3.28,1,181,Inner,184,50.41,1,9.015373748174703
10978,43691926,348979941,Ah Kuong,Thon buri,13.71178,100.47953,Entire home/apt,1350,3,0,0.0,1,90,Inner,275,75.34,3,9.140072096278365
10995,43849654,26736483,K,Samphanthawong,13.74319,100.50753,Entire home/apt,969,1,10,0.53,89,347,Inner,18,4.93,1,5.716030307265291
10998,43749227,163514932,Praya Palazzo,Bang Phlat,13.77011,100.49294,Private room,5987,1,0,0.0,4,324,Inner,41,11.23,1,8.125052699844904
10999,43749355,163514932,Praya Palazzo,Bang Phlat,13.76845,100.49427,Private room,7694,1,0,0.0,4,261,Inner,104,28.49,1,7.914504302926764
11000,43749830,163514932,Praya Palazzo,Bang Phlat,13.7686,100.49317,Private room,9130,1,0,0.0,4,274,Inner,91,24.93,1,8.028735186143626
11001,43749896,163514932,Praya Palazzo,Bang Phlat,13.77058,100.49328,Private room,13840,1,0,0.0,4,241,Inner,124,33.97,1,8.11591363406693
11003,43353045,261932170,Bella,Thon buri,13.71749,100.4839,Private room,400,180,0,0.0,1,335,Inner,30,8.22,28+ days,8.509314561136062
11040,43915993,26736483,K,Samphanthawong,13.7412,100.50968,Entire home/apt,969,1,17,0.9,89,353,Inner,12,3.29,1,5.462148702902077
11041,43916374,325788794,海进,Bang Phlat,13.7988,100.50751,Entire home/apt,420,30,2,0.33,11,319,Inner,46,12.6,28+ days,8.886545067911989
11055,44458300,359195916,เขมจิรา,Thon buri,13.71879,100.49297,Private room,6118,1,4,0.14,1,179,Inner,186,50.96,1,7.524685356258904
11113,44107184,11386593,Warangkana,Bang Sue,13.8059,100.52191,Private room,880,1,4,0.46,1,363,Inner,2,0.55,1,8.664596978569525
11127,45319955,21970931,Nui,Bang Sue,13.82887,100.52671,Entire home/apt,970,28,22,0.88,22,126,Inner,239,65.48,28+ days,10.78288345364858
11139,44196860,276418453,G Living,Bang Sue,13.80689,100.53663,Entire home/apt,4891,2,1,0.04,32,295,Inner,70,19.18,2,8.134951052004032
11140,44197241,276418453,G Living,Bang Sue,13.80536,100.53597,Entire home/apt,924,1,12,0.46,32,348,Inner,17,4.66,1,7.997133538308624
11141,44197361,276418453,G Living,Bang Sue,13.8056,100.53624,Entire home/apt,2171,2,9,1.68,32,299,Inner,66,18.08,2,8.012839563587098
11188,45353937,55729958,Boonchai,Bang Phlat,13.78329,100.48617,Private room,950,2,0,0.0,1,360,Inner,5,1.37,2,9.485702112436684
11215,44327659,187810737,Lucy,Thon buri,13.72111,100.49285,Entire home/apt,348,360,0,0.0,1,364,Inner,1,0.27,28+ days,7.4726411860702315
11235,45005723,151070083,Smile,Bang Phlat,13.80041,100.5072,Entire home/apt,537,30,0,0.0,5,331,Inner,34,9.32,28+ days,9.045426120417178
11248,45070068,32455266,Amy,Bang Sue,13.81835,100.53273,Entire home/apt,717,7,17,0.62,10,234,Inner,131,35.89,7,9.471122678004033
11260,45527634,49344975,Cattareeya,Bang Sue,13.81446,100.53493,Private room,750,2,0,0.0,2,179,Inner,186,50.96,2,8.988541321716935
11272,45963060,223097845,Piyatida,Thon buri,13.71361,100.47163,Entire home/apt,2500,1,0,0.0,1,173,Inner,192,52.6,1,9.902311257352725
11318,45642244,368077363,Kunst,Samphanthawong,13.73883,100.51422,Private room,1600,1,3,0.67,5,349,Inner,16,4.38,1,4.955487482191531
11341,46191848,276418453,G Living,Bang Sue,13.81795,100.53749,Entire home/apt,1682,2,9,0.49,32,296,Inner,69,18.9,2,9.280984674147916
11369,46914921,23802525,Yokky,Bang Phlat,13.77396,100.48172,Entire home/apt,500,15,0,0.0,1,241,Inner,124,33.97,15,9.401612184969103
11383,45831097,371553308,Chorpruek,Bang Sue,13.80377,100.53696,Shared room,519,1,0,0.0,1,177,Inner,188,51.51,1,7.796105524850298
11425,48083913,379497636,Numtip,Bang Sue,13.806867,100.519386,Private room,2143,1,0,0.0,2,61,Inner,304,83.29,1,8.890486529056114
11460,48152766,325788794,海进,Bang Phlat,13.79929,100.50664,Entire home/apt,420,30,2,0.1,11,52,Inner,313,85.75,28+ days,8.988428267006181
11462,48159924,32455266,Amy,Bang Sue,13.82036,100.53125,Entire home/apt,693,7,17,0.78,10,329,Inner,36,9.86,7,9.732629231340821
11489,47370574,246553811,Napong,Bang Sue,13.81979,100.52869,Entire home/apt,1000,22,0,0.0,1,179,Inner,186,50.96,22,9.765385963971465
11498,47504147,383429312,Pattarapon,Bang Sue,13.80559,100.53102,Entire home/apt,1000,25,10,0.42,1,101,Inner,264,72.33,25,8.210253697442681
11524,49032568,4661237,Chayanid,Bang Sue,13.80697,100.52362,Entire home/apt,554,365,0,0.0,1,358,Inner,7,1.92,28+ days,8.683595409049506
11533,49062736,325788794,海进,Bang Phlat,13.79949,100.50445,Entire home/apt,400,30,3,0.18,11,318,Inner,47,12.88,28+ days,9.15896248600478
11534,49063177,325788794,海进,Bang Phlat,13.79877,100.50383,Entire home/apt,420,30,2,0.13,11,325,Inner,40,10.96,28+ days,9.143391746611721
11550,49119323,337002776,Zuzu,Thon buri,13.72389,100.4899,Private room,1254,1,2,0.82,30,363,Inner,2,0.55,1,7.719418041290231
11552,49119508,337002776,Zuzu,Thon buri,13.72369,100.49209,Private room,1415,1,15,1.46,30,7,Inner,358,98.08,1,7.491222867993604
11561,48385595,31443036,Han,Bang Sue,13.81814,100.52825,Entire home/apt,876,2,7,1.89,4,52,Inner,313,85.75,2,9.611263896361558
11575,49120179,396173327,์Natthanit,Samphanthawong,13.73722,100.50977,Entire home/apt,5000,1,0,0.0,2,0,Inner,365,100.0,1,5.432713860394228
11621,49299585,396173327,์Natthanit,Samphanthawong,13.73544,100.51164,Entire home/apt,4000,1,0,0.0,2,0,Inner,365,100.0,1,5.23327481189007
11631,50238258,101612323,Porntip,Bang Phlat,13.772,100.49493,Private room,600,1,1,0.27,4,357,Inner,8,2.19,1,8.032213417659145
11641,50255138,405377730,Methinee,Bang Phlat,13.78188,100.49936,Entire home/apt,1200,2,6,0.76,3,61,Inner,304,83.29,2,8.225672644178463
11643,50255967,405377730,Methinee,Bang Phlat,13.78149,100.49962,Private room,1200,2,9,2.13,3,352,Inner,13,3.56,2,8.177232091726871
11686,50317016,324456745,Saowaros,Samphanthawong,13.73323,100.51376,Private room,6000,1,0,0.0,5,365,Inner,0,0.0,1,5.0185236625258565
11692,49980821,403060263,Anna,Bang Sue,13.82018,100.53088,Private room,600,1,0,0.0,1,365,Inner,0,0.0,1,9.726639673034688
11740,50463056,94947814,Napasorn,Thon buri,13.71227,100.49351,Private room,612,1,0,0.0,1,0,Inner,365,100.0,1,7.694530449078062
11769,50221279,405377730,Methinee,Bang Phlat,13.78017,100.50011,Entire home/apt,1200,2,19,3.45,3,338,Inner,27,7.4,2,8.047468327359967
11780,52606357,336073906,James,Bang Phlat,13.78772,100.49721,Private room,500,1,0,0.0,1,365,Inner,0,0.0,1,8.808983511325996
11782,51718914,325788794,海进,Bang Phlat,13.798528,100.504913,Entire home/apt,850,30,0,0.0,11,303,Inner,62,16.99,28+ days,9.045845189187277
11783,52621352,2092389,Sirichol,Bang Phlat,13.77828,100.48708,Entire home/apt,990,20,9,0.65,7,86,Inner,279,76.44,20,9.113055365115699
11827,51914048,420491364,Kars,Samphanthawong,13.734597,100.511917,Private room,1275,1,0,0.0,2,312,Inner,53,14.52,1,5.207269292833257
11840,52023292,325788794,海进,Bang Phlat,13.798528,100.504913,Entire home/apt,480,30,0,0.0,11,347,Inner,18,4.93,28+ days,9.045845189187277
11855,52749800,151070083,Smile,Bang Phlat,13.79912,100.50575,Entire home/apt,537,30,2,0.26,5,267,Inner,98,26.85,28+ days,9.036205214098826
11862,52783721,179385375,Nutty,Thon buri,13.70163,100.47944,Private room,750,1,0,0.0,1,72,Inner,293,80.27,1,9.552040860021245
11872,52847121,280250320,亮,Bang Phlat,13.801002,100.510857,Entire home/apt,5472,1,15,1.06,1,0,Inner,365,100.0,1,8.853426943683644
11874,52874721,215794729,Aegkawut,Bang Sue,13.80888,100.52868,Entire home/apt,984,3,19,1.33,3,174,Inner,191,52.33,3,8.643792595683335
11879,52933306,7489121,Anis,Thon buri,13.72264,100.4904,Private room,1100,1,2,0.16,10,358,Inner,7,1.92,1,7.693691992034823
11886,52214798,26736483,K,Samphanthawong,13.74137,100.50927,Entire home/apt,969,1,5,0.4,89,330,Inner,35,9.59,1,5.507949823179771
11888,52216564,26736483,K,Samphanthawong,13.74154,100.50749,Entire home/apt,969,1,5,2.83,89,361,Inner,4,1.1,1,5.701371337169756
11889,52216809,26736483,K,Samphanthawong,13.74149,100.50947,Entire home/apt,969,1,4,1.07,89,360,Inner,5,1.37,1,5.4875872268463874
11921,53036346,154517750,Waewwan,Bang Phlat,13.781115531921388,100.47601318359376,Entire home/apt,771,2,1,1.0,6,38,Inner,327,89.59,2,10.311143960440834
11974,52503428,295157799,วิทยาธร,Bang Sue,13.81144,100.52202,Private room,100000,2,0,0.0,1,365,Inner,0,0.0,2,9.203114740401965
12052,52553880,21894271,Sirichan 'S Family,Thon buri,13.72503,100.48594,Entire home/apt,1500,28,2,0.15,7,291,Inner,74,20.27,28+ days,8.11895254307712
12060,53934750,28745193,Panuwat,Thon buri,13.71775,100.47721,Entire home/apt,650,28,6,0.54,1,0,Inner,365,100.0,28+ days,9.20436464983478
12202,522290393969688657,436257685,Attayakorn,Bang Sue,13.80749,100.53168,Entire home/apt,1500,7,1,0.1,1,35,Inner,330,90.41,7,8.378576723503912
12239,546348518069941431,147148195,Thanisorn,Thon buri,13.72044,100.49234,Entire home/apt,1339,4,13,1.53,1,44,Inner,321,87.95,4,7.543934632214216
12266,53887481,28447831,Dr. Piyamas,Samphanthawong,13.73732,100.51378,Private room,950,1,4,0.36,11,327,Inner,38,10.41,1,4.999079404938648
12270,548066863957538793,442155004,Natcha,Bang Phlat,13.7842,100.4975,Private room,500,1,0,0.0,1,365,Inner,0,0.0,1,8.541362364400078
12272,54242915,28788029,Alissara,Bang Sue,13.80763,100.52126,Entire home/apt,416,28,6,0.71,1,282,Inner,83,22.74,28+ days,8.866444835307565
12314,54351647,206903793,Pat,Samphanthawong,13.73875,100.50841,Entire home/apt,690,2,20,1.75,1,0,Inner,365,100.0,2,5.583091114798289
12326,577016648426167356,270215556,Ideomobi,Bang Phlat,13.78743,100.50173,Entire home/apt,3000,45,3,0.41,28,100,Inner,265,72.6,28+ days,8.416632416639576
12342,564277440534500431,42681346,Nundhaputt,Bang Sue,13.80845,100.52334,Entire home/apt,620,30,3,0.34,1,265,Inner,100,27.4,28+ days,8.843408526023582
12367,568078867144994870,124194140,Pisann,Thon buri,13.73025,100.49069,Private room,485,1,0,0.0,1,365,Inner,0,0.0,1,7.533486955097425
12378,569748798584136119,26736483,K,Samphanthawong,13.74069,100.51141,Entire home/apt,969,1,10,1.31,89,328,Inner,37,10.14,1,5.271078850530746
12384,569814723842900452,26736483,K,Samphanthawong,13.7406,100.51073,Entire home/apt,969,1,2,0.22,89,360,Inner,5,1.37,1,5.343655896055563
12402,574046993300370805,447626756,丝竹,Bang Sue,13.81966,100.53337,Entire home/apt,497,28,3,0.3,11,64,Inner,301,82.47,28+ days,9.587944357034925
12415,551238249297943171,396432721,Nuttawadee,Bang Sue,13.81111,100.52135,Entire home/apt,795,3,2,0.2,1,206,Inner,159,43.56,3,9.203134442825917
12427,554015820801696217,443359249,JingRong,Bang Sue,13.80645,100.52053,Entire home/apt,1500,31,0,0.0,1,363,Inner,2,0.55,28+ days,8.789669237528065
12440,557727285901915192,43471696,Noppada,Bang Sue,13.80536,100.53543,Private room,350,2,2,0.38,1,343,Inner,22,6.03,2,8.01629896528347
12467,575833193163724252,447626756,丝竹,Bang Sue,13.82068,100.53058,Entire home/apt,505,28,3,0.35,11,78,Inner,287,78.63,28+ days,9.78948911152384
12471,578112337275591926,325788794,海进,Bang Phlat,13.788317,100.500648,Entire home/apt,420,30,0,0.0,11,335,Inner,30,8.22,28+ days,8.56928601194306
12499,561755139223607983,367168130,Kate,Thon buri,13.70945,100.48051,Private room,1800,30,0,0.0,3,365,Inner,0,0.0,28+ days,9.122101452349362
12500,561986483229461813,85024276,Maxso,Bang Phlat,13.78892,100.5014,Entire home/apt,500,90,2,0.5,1,19,Inner,346,94.79,28+ days,8.553198554956683
12516,601827585655774366,453570367,ภูริช,Thon buri,13.71068,100.47899,Private room,800,2,3,0.36,1,33,Inner,332,90.96,2,9.233383636032858
12520,603058561189465009,93443490,Max,Bang Sue,13.80534,100.52937,Entire home/apt,560,39,0,0.0,3,178,Inner,187,51.23,28+ days,8.254662675032298
12521,603120992078675287,21970931,Nui,Bang Sue,13.82942,100.52752,Entire home/apt,1890,28,10,1.2,22,152,Inner,213,58.36,28+ days,10.811490181833586
12533,591590677003793158,341387684,Yuttapong,Bang Sue,13.82965,100.52661,Entire home/apt,700,30,4,0.66,1,282,Inner,83,22.74,28+ days,10.867853828668823
12538,592561566440176417,31443036,Han,Bang Sue,13.81888,100.53358,Private room,1156,1,5,1.05,4,56,Inner,309,84.66,1,9.498813208856902
12543,593094618761822559,337002776,Zuzu,Bang Phlat,13.79078,100.5016,Private room,2177,1,0,0.0,30,361,Inner,4,1.1,1,8.676966799783893
12544,593100630062874518,337002776,Zuzu,Bang Phlat,13.79141,100.50313,Private room,3038,1,0,0.0,30,339,Inner,26,7.12,1,8.605893510964016
12573,582867441511372795,447626756,丝竹,Bang Sue,13.80858,100.53197,Entire home/apt,702,14,1,1.0,11,59,Inner,306,83.84,14,8.479678317777942
12574,582870381055230959,447626756,丝竹,Bang Sue,13.81862,100.53007,Entire home/apt,497,28,0,0.0,11,357,Inner,8,2.19,28+ days,9.592704095723242
12586,594596688285459848,452064391,Frank,Bang Sue,13.81359,100.52373,Entire home/apt,550,2,5,0.65,1,178,Inner,187,51.23,2,9.337405438727515
12594,584886798956376113,215794729,Aegkawut,Bang Sue,13.82911,100.52547,Entire home/apt,1075,1,12,1.28,3,360,Inner,5,1.37,1,10.85331295420815
12647,598880120359996817,31443036,Han,Bang Sue,13.81861,100.53199,Private room,990,1,7,1.27,4,64,Inner,301,82.47,1,9.523609566609355
12658,588025998087852147,450719336,Proamphong,Bang Phlat,13.78718,100.49832,Private room,690,1,0,0.0,1,365,Inner,0,0.0,1,8.67845208190984
12697,615535027742124655,456579033,Tanakorn,Thon buri,13.71717,100.47997,Private room,750,7,4,1.28,1,276,Inner,89,24.38,7,8.929770438183136
12711,616277585978799838,257767442,ทวีสิงห์,Thon buri,13.71702,100.47722,Private room,650,20,1,0.55,10,311,Inner,54,14.79,20,9.222350526452313
12750,625717403462296006,175084619,Pam,Bang Phlat,13.79251,100.50676,Entire home/apt,3500,1,0,0.0,7,354,Inner,11,3.01,1,8.418243171057847
12781,628596036536510811,447626756,丝竹,Bang Sue,13.8206,100.53013,Entire home/apt,522,20,1,0.52,11,324,Inner,41,11.23,20,9.797054648726185
12792,629653142142561774,117057915,Jeab,Bang Phlat,13.79049,100.48816,Private room,400717,1,0,0.0,5,241,Inner,124,33.97,1,9.76628135347229
12833,613609252518007203,456125378,Suttinee,Bang Sue,13.81306497122205,100.5303969779123,Private room,900,1,2,0.28,1,364,Inner,1,0.27,1,9.00391362091067
12846,619229562376608818,270422694,Hunter,Thon buri,13.71728,100.4841,Entire home/apt,655,3,10,1.44,2,283,Inner,82,22.47,3,8.49433322156669
12855,634489663242459630,447626756,丝竹,Bang Sue,13.82023,100.53044,Entire home/apt,661,28,1,0.37,11,91,Inner,274,75.07,28+ days,9.74737313308442
12865,635504980752034445,320286678,Fang Baba,Bang Sue,13.81216,100.51922,Entire home/apt,850,28,1,0.2,15,365,Inner,0,0.0,28+ days,9.412468910805678
12866,635592144326082225,4401959,Marine,Samphanthawong,13.739311,100.509079,Private room,1500,1,0,0.0,1,365,Inner,0,0.0,1,5.513302364615602
12936,621279222301350257,7489121,Anis,Thon buri,13.72189,100.49132,Private room,1600,1,0,0.0,10,365,Inner,0,0.0,1,7.6141564722266795
13008,639031771533934548,318980015,Thapanee,Thon buri,13.71834,100.4815,Entire home/apt,850,15,3,0.54,6,32,Inner,333,91.23,15,8.737945779368467
13023,640686034138854256,26736483,K,Samphanthawong,13.74087,100.5101,Entire home/apt,3750,1,3,0.58,89,362,Inner,3,0.82,1,5.413883784662857
13089,653158812003458621,296460330,RoomQuest,Samphanthawong,13.7371215,100.5137349,Private room,1600,1,2,0.69,12,354,Inner,11,3.01,1,5.0038520184271675
13175,624270757401721087,458523912,Luke,Samphanthawong,13.73061,100.51376,Entire home/apt,2998,1,0,0.0,1,365,Inner,0,0.0,1,5.050909853478106
13187,657117048797380334,30091606,Achariya,Bang Sue,13.81836410119408,100.52807103842495,Private room,1380,3,3,0.78,1,345,Inner,20,5.48,3,9.641338914117698
13189,657231988889466938,466057606,明泽,Bang Phlat,13.77532,100.48496,Entire home/apt,1100,7,7,1.3,1,288,Inner,77,21.1,7,9.156044517293099
13203,646696884300575647,325788794,海进,Bang Phlat,13.80066,100.50941,Entire home/apt,420,30,1,0.18,11,300,Inner,65,17.81,28+ days,8.918321306086282
13211,647489893578670002,325788794,海进,Bang Phlat,13.79978,100.50791,Entire home/apt,400,30,1,0.27,11,316,Inner,49,13.42,28+ days,8.942917901587014
13240,648285191005924517,9661968,Neena,Bang Sue,13.815783271815944,100.5208357796073,Entire home/apt,700,90,0,0.0,5,363,Inner,2,0.55,28+ days,9.690785752417055
13253,658522631985323239,31946312,Sasipim,Thon buri,13.710291022642158,100.47911308002664,Entire home/apt,1500,7,4,1.3,1,307,Inner,58,15.89,7,9.234439238111271
13265,660512390071567912,270215556,Ideomobi,Bang Phlat,13.79821,100.50836,Entire home/apt,2000,1,8,1.42,28,260,Inner,105,28.77,1,8.777658771402917
13268,660824615608424665,466944232,Teresa,Bang Phlat,13.7843091,100.4774893,Entire home/apt,1200,7,1,0.18,1,149,Inner,216,59.18,7,10.344955930022362
13410,679450519378851672,320286678,Fang Baba,Bang Sue,13.81349,100.51868,Entire home/apt,829,5,3,1.05,15,347,Inner,18,4.93,5,9.569836274063759
13425,670556876796505447,263798252,Kongkapan,Bang Sue,13.8061047,100.5223715,Private room,826,30,2,0.51,1,330,Inner,35,9.59,28+ days,8.660968442645448
13426,670752898029353319,461147293,Zuzu,Thon buri,13.70156,100.48614,Private room,1376,1,0,0.0,20,365,Inner,0,0.0,1,8.899314574935518
13494,679945802486714700,471763352,Nattapong,Bang Sue,13.811793792335404,100.53212262196148,Private room,1507,190,5,1.15,1,347,Inner,18,4.93,28+ days,8.80699815486174
13522,674248522986468756,234600442,Opal,Thon buri,13.717228281972844,100.48258048252563,Entire home/apt,1200,15,1,0.77,15,340,Inner,25,6.85,15,8.654719170278643
13526,674295219650641501,234600442,Opal,Thon buri,13.71721,100.48209,Entire home/apt,1200,15,4,0.92,15,169,Inner,196,53.7,15,8.706566486233159
13529,682229694146169723,320286678,Fang Baba,Bang Sue,13.81187,100.51945,Entire home/apt,900,7,6,1.38,15,330,Inner,35,9.59,7,9.372474327932935
13572,695697020247601166,72200559,Mum,Bang Sue,13.8075834,100.5250488,Entire home/apt,1943,1,16,5.93,3,279,Inner,86,23.56,1,8.675729106845472
13580,695884672584206115,124655216,Nam,Bang Sue,13.819487,100.5310805,Entire home/apt,678,30,0,0.0,1,332,Inner,33,9.04,28+ days,9.647080197306808
13637,697075991273876765,475802083,Somchair,Bang Phlat,13.77384,100.48363,Entire home/apt,2800,1,0,0.0,1,161,Inner,204,55.89,1,9.210169023901111
13643,697659867648276552,306704320,Kangaroo,Thon buri,13.727051485867854,100.48753313720226,Entire home/apt,999,2,3,0.71,16,40,Inner,325,89.04,2,7.91477746002689
13645,687549357941657284,45791084,Nuchnalin,Bang Sue,13.8076,100.52002,Entire home/apt,1030,22,3,0.9,2,209,Inner,156,42.74,22,8.927680713232668
13647,688013785105019067,100470068,Tar,Bang Phlat,13.79012,100.50455,Entire home/apt,820,14,9,2.05,3,145,Inner,220,60.27,14,8.396331345934096
13652,688594821351543152,270215556,Ideomobi,Bang Phlat,13.79841,100.50879,Entire home/apt,2571,1,4,0.87,28,344,Inner,21,5.75,1,8.765286985629574
13673,686186728989835636,8354297,Weeraya,Samphanthawong,13.74216,100.50925,Entire home/apt,2146,1,4,0.94,10,352,Inner,13,3.56,1,5.518451482684155
13718,697703511274257745,44554036,Qiyuan,Bang Sue,13.81162,100.52135,Entire home/apt,1000,10,2,0.62,5,352,Inner,13,3.56,10,9.253438615602974
13740,698445215661969646,234600442,Opal,Thon buri,13.7175541,100.4831842,Entire home/apt,1174,15,1,1.0,15,158,Inner,207,56.71,15,8.582444189603752
13757,699523257198801205,461147293,Zuzu,Bang Phlat,13.79065,100.5031,Private room,1141,1,0,0.0,20,361,Inner,4,1.1,1,8.549630065957905
13768,699867360798926330,463644759,Nana,Thon buri,13.71686,100.48365,Entire home/apt,647,3,0,0.0,1,12,Inner,353,96.71,3,8.553376041140272
13769,699972817401999338,44554036,Qiyuan,Bang Sue,13.81216,100.51911,Entire home/apt,1000,10,0,0.0,5,330,Inner,35,9.59,10,9.41804787195223
13811,691079634094515860,269630024,Ange,Samphanthawong,13.739585376880562,100.50885200500488,Private room,1400,1,0,0.0,1,365,Inner,0,0.0,1,5.539308091168158
13834,702583013590492708,476910699,Jack,Bang Sue,13.82229437913776,100.53688880056144,Entire home/apt,850,7,3,0.91,1,279,Inner,86,23.56,7,9.762061057359867
13872,709681970738869052,20146417,Varintorn,Bang Sue,13.8025952,100.5362849,Entire home/apt,600,1,4,1.64,2,140,Inner,225,61.64,1,7.697075364728617
13915,704710511735478481,44554036,Qiyuan,Bang Sue,13.8133,100.51918,Entire home/apt,1000,20,4,1.08,5,365,Inner,0,0.0,20,9.526078323108903
13963,694630604140164517,8354297,Weeraya,Samphanthawong,13.74372,100.50747,Entire home/apt,1886,1,5,1.15,10,355,Inner,10,2.74,1,5.729779810013373
13969,705678384268356879,318980015,Thapanee,Thon buri,13.7175541,100.4831842,Entire home/apt,900,15,2,0.76,6,56,Inner,309,84.66,15,8.582444189603752
13993,712215334985079718,325788794,海进,Bang Phlat,13.78572,100.50235,Entire home/apt,471,30,0,0.0,11,297,Inner,68,18.63,28+ days,8.241607678797275
14028,713458827614094176,22271998,Tharinee,Bang Sue,13.819119915551283,100.531409047544,Entire home/apt,840,2,3,1.1,1,307,Inner,58,15.89,2,9.597165495122356
14062,715636229001874732,44554036,Qiyuan,Bang Sue,13.81252,100.51959,Entire home/apt,1000,10,0,0.0,5,330,Inner,35,9.59,10,9.429063778785368
14099,719205761274805960,822284,Rae And Charlie,Bang Sue,13.8155,100.53288,Entire home/apt,1420,3,0,0.0,7,142,Inner,223,61.1,3,9.166807778440308
14231,722184755946943991,201677068,Curry,Bang Phlat,13.7892,100.5026,Entire home/apt,738,15,0,0.0,228,159,Inner,206,56.44,15,8.47856485282533
14267,723667138476801350,134974883,Yoyo,Bang Phlat,13.7859572,100.4977561,Entire home/apt,650,15,1,0.51,8,305,Inner,60,16.44,15,8.639974881521628
14287,724465553861950582,480379507,Yanisa,Bang Sue,13.846454428580245,100.54170303046703,Entire home/apt,475,7,1,0.77,1,330,Inner,35,9.59,7,12.270308028310676
14312,729364919131924336,482011973,Thaveechai,Bang Sue,13.82427,100.51808,Private room,1000,1,1,1.0,1,365,Inner,0,0.0,1,10.66647464763832
14317,729368995903862687,240335152,Chanya,Bang Phlat,13.771,100.48776,Private room,1300,1,0,0.0,1,365,Inner,0,0.0,1,8.67103777380337
14370,730927939279957069,318980015,Thapanee,Thon buri,13.71489,100.47744,Entire home/apt,1200,14,2,1.09,6,302,Inner,63,17.26,14,9.258742558497998
14387,725772289964300640,304055756,Carsten,Bang Phlat,13.78699,100.49855,Entire home/apt,2207,3,4,2.22,2,334,Inner,31,8.49,3,8.645888814850576
14403,726498811034581375,134974883,Yoyo,Bang Phlat,13.7866,100.4987,Entire home/apt,1100,10,3,2.14,8,224,Inner,141,38.63,10,8.605852810920146
14406,726532593187844897,134974883,Yoyo,Bang Phlat,13.7863,100.49864,Entire home/apt,700,10,2,2.0,8,287,Inner,78,21.37,10,8.589741095822694
14409,726562266531347735,134974883,Yoyo,Bang Phlat,13.78666,100.49862,Entire home/apt,1100,10,2,2.0,8,292,Inner,73,20.0,10,8.616749551534891
14429,727179198031873152,201677068,Curry,Bang Phlat,13.7889383,100.5035996,Entire home/apt,883,15,0,0.0,228,253,Inner,112,30.68,15,8.379865105426562
14466,737143779851416454,190184541,Phueng,Bang Sue,13.81906473213961,100.53664069622756,Private room,480,3,3,1.91,3,147,Inner,218,59.73,3,9.424252663091066
14479,737304241187219763,201677068,Curry,Bang Phlat,13.7889383,100.5035996,Entire home/apt,883,15,1,0.91,228,328,Inner,37,10.14,15,8.379865105426562
14497,735232887003531689,483129982,Bkk,Bang Phlat,13.77334,100.48379,Entire home/apt,850,3,0,0.0,1,365,Inner,0,0.0,3,9.170275178061143
14528,735571101928846032,455700678,Zhang,Thon buri,13.71753,100.4755,Entire home/apt,800,5,0,0.0,20,56,Inner,309,84.66,5,9.389954763484361
