Unnamed: 0,id,host_id,host_name,neighbourhood,latitude,longitude,room_type,price,minimum_nights,number_of_reviews,reviews_per_month,calculated_host_listings_count,availability_365,area,reserved_days,occupancy_rate,night_category,distance_to_attraction
7568,34079321,77075271,Panai,Thon buri,13.73893,100.4934,Private room,750,1,4,0.09,3,345,Inner,20,5.48,1,7.206305766687548
7579,34382423,259566912,Phakkharin,Thon buri,13.71074,100.47817,Private room,2400,1,0,0.0,1,365,Inner,0,0.0,1,9.315518549280142
7581,34400611,259695977,Bangkok,Bang Phlat,13.7741,100.48603,Entire home/apt,1600,2,1,0.02,1,88,Inner,277,75.89,2,8.991241159691274
7584,33926724,175084619,Pam,Bang Phlat,13.79896,100.51057,Private room,750,1,11,0.27,7,259,Inner,106,29.04,1,8.692858844346887
7585,33928425,175084619,Pam,Bang Phlat,13.79899,100.51059,Private room,750,1,1,0.03,7,257,Inner,108,29.59,1,8.694146889611867
7586,33929387,175084619,Pam,Bang Phlat,13.79894,100.51057,Private room,900,1,5,0.13,7,261,Inner,104,28.49,1,8.691114143936364
7587,33930025,175084619,Pam,Bang Phlat,13.79898,100.51057,Private room,750,1,2,0.05,7,257,Inner,108,29.59,1,8.694603757799028
7595,33950015,29733066,Edwin,Thon buri,13.7103,100.47834,Entire home/apt,762,90,0,0.0,1,365,Inner,0,0.0,28+ days,9.313383444256308
7606,34401103,259699789,Thailandcozyhotel,Bang Phlat,13.77375,100.4843,Shared room,1600,2,1,0.02,1,88,Inner,277,75.89,2,9.140815963984345
7611,34417639,259811164,Pk,Bang Sue,13.80584,100.53256,Entire home/apt,579,28,3,0.07,1,317,Inner,48,13.15,28+ days,8.173905898706463
7615,34423638,138094425,Chanamon,Bang Phlat,13.78368,100.49017,Private room,1100,1,0,0.0,1,364,Inner,1,0.27,1,9.148860620699232
7634,34102624,213294586,Sun,Bang Phlat,13.80073,100.50663,Hotel room,2731,60,1,1.0,11,177,Inner,188,51.51,28+ days,9.111828089830249
7641,34452875,98704477,Reservation,Samphanthawong,13.73475,100.51283,Private room,1200,1,2,0.05,1,365,Inner,0,0.0,1,5.107799285077836
7695,34513624,3315162,Pupe,Samphanthawong,13.73849,100.51342,Entire home/apt,2000,2,58,1.32,5,119,Inner,246,67.4,2,5.040573941283521
7700,34163303,213294586,Sun,Bang Phlat,13.7997,100.50614,Entire home/apt,900,50,0,0.0,11,365,Inner,0,0.0,28+ days,9.057925306218046
7703,34168765,175084619,Pam,Bang Phlat,13.79899,100.51054,Entire home/apt,4400,2,1,0.03,7,72,Inner,293,80.27,2,8.697471028969158
7751,34820424,213294586,Sun,Bang Phlat,13.79792,100.50602,Entire home/apt,1280,45,4,0.09,11,364,Inner,1,0.27,28+ days,8.916509162659363
7770,34606120,213294586,Sun,Bang Phlat,13.79955,100.50424,Entire home/apt,1537,60,0,0.0,11,357,Inner,8,2.19,28+ days,9.178876837199315
7783,34294505,76077432,Amy,Bang Phlat,13.78132,100.48483,Entire home/apt,420,30,1,0.03,11,0,Inner,365,100.0,28+ days,9.493641383905251
7813,34320799,190915050,Gene,Bang Sue,13.82426,100.53351,Entire home/apt,700,28,0,0.0,5,330,Inner,35,9.59,28+ days,10.070215514449544
7819,34343886,159901269,Winyoo,Thon buri,13.73951,100.4908,Shared room,320,7,4,0.1,1,363,Inner,2,0.55,7,7.489486151637969
7907,34949555,136315513,Supaporn,Thon buri,13.71602,100.48633,Private room,1250,2,0,0.0,1,178,Inner,187,51.23,2,8.299384103023893
7915,34963297,131270916,Magic,Thon buri,13.72038,100.49284,Entire home/apt,1300,29,20,0.46,33,347,Inner,18,4.93,28+ days,7.493112634007341
7929,34970341,51792028,Precha,Thon buri,13.71026,100.48015,Entire home/apt,1000,30,0,0.0,1,0,Inner,365,100.0,28+ days,9.129364111100786
7947,35002391,10170452,Narn,Bang Sue,13.81668,100.53113,Entire home/apt,1558,1,33,0.77,15,180,Inner,185,50.68,1,9.352050336287169
7952,35014186,21970931,Nui,Bang Sue,13.82839,100.52794,Entire home/apt,970,28,60,1.39,22,126,Inner,239,65.48,28+ days,10.688964209269814
7981,35147490,77075271,Panai,Thon buri,13.73855,100.49203,Private room,763,1,2,0.06,3,363,Inner,2,0.55,1,7.353320097487453
7998,35676864,10170452,Narn,Bang Sue,13.82206,100.53266,Entire home/apt,1385,1,31,0.72,15,180,Inner,185,50.68,1,9.864272639111196
8017,35696286,239642322,Sunshine,Bang Phlat,13.79955,100.50522,Entire home/apt,600,30,7,0.17,2,54,Inner,311,85.21,28+ days,9.109605831105505
8037,35224670,6330956,Tan,Bang Sue,13.8232,100.53216,Entire home/apt,1385,1,39,0.91,8,180,Inner,185,50.68,1,10.000813663126063
8046,35254095,52053618,Sue,Bang Phlat,13.77126,100.49198,Entire home/apt,1424,15,13,0.31,4,216,Inner,149,40.82,15,8.275340714378233
8047,35254234,39487575,Saifon,Bang Sue,13.82014,100.52977,Entire home/apt,800,5,38,0.88,2,296,Inner,69,18.9,5,9.761989476406326
8161,35650293,122106657,Fame,Bang Phlat,13.80755,100.51283,Entire home/apt,1690,6,0,0.0,1,365,Inner,0,0.0,6,9.324417177926334
8171,35809361,239642322,Sunshine,Bang Phlat,13.79955,100.50641,Private room,600,30,2,0.05,2,54,Inner,311,85.21,28+ days,9.026449208096365
8172,35810728,269353149,Hunao,Bang Phlat,13.78664,100.47257,Entire home/apt,3740,1,0,0.0,1,0,Inner,365,100.0,1,10.934372244648863
8179,36395508,273670764,Pansak,Bang Sue,13.83214,100.53936,Entire home/apt,10000,90,0,0.0,1,271,Inner,94,25.75,28+ days,10.760053604592379
8190,36398316,271549235,Chung Kai,Bang Phlat,13.79821,100.50606,Entire home/apt,520,30,0,0.0,1,59,Inner,306,83.84,28+ days,8.9379608877291
8214,36423332,24838982,Apinun,Thon buri,13.71109,100.47085,Private room,520,1,62,1.5,5,149,Inner,216,59.18,1,10.059689556775501
8223,36427849,24838982,Apinun,Thon buri,13.71062,100.47084,Private room,456,1,76,1.8,5,137,Inner,228,62.47,1,10.07567493282529
8224,36428213,24838982,Apinun,Thon buri,13.71246,100.47286,Private room,488,1,106,2.52,5,133,Inner,232,63.56,1,9.808434182891553
8225,36428876,24838982,Apinun,Thon buri,13.71091,100.4728,Private room,455,1,59,1.41,5,118,Inner,247,67.67,1,9.863515126603817
8237,36090175,271474674,Wilawan,Thon buri,13.71503,100.47903,Private room,1700,1,0,0.0,1,365,Inner,0,0.0,1,9.08883406605955
8256,36160930,133467076,Sakuna,Bang Phlat,13.77095,100.48457,Entire home/apt,4239,1,24,0.57,1,151,Inner,214,58.63,1,8.980808033482093
8261,36168401,272010776,Bungonsri,Bang Phlat,13.77271,100.48501,Entire home/apt,800,1,2,0.2,2,92,Inner,273,74.79,1,9.02114405833636
8301,36213637,272358230,Charles,Bang Phlat,13.7993,100.50809,Entire home/apt,2800,58,0,0.0,28,365,Inner,0,0.0,28+ days,8.889432818746982
8302,36213915,272358230,Charles,Bang Phlat,13.80106,100.50639,Entire home/apt,1250,100,1,0.09,28,365,Inner,0,0.0,28+ days,9.156517791475988
8303,36214104,272358230,Charles,Bang Phlat,13.80098,100.50647,Entire home/apt,600,360,0,0.0,28,365,Inner,0,0.0,28+ days,9.144189992100276
8304,35949831,270422694,Hunter,Thon buri,13.7167,100.48149,Entire home/apt,1112,3,17,2.49,2,303,Inner,62,16.99,3,8.783658950699262
8331,36722545,4474838,Sue,Thon buri,13.70842,100.48192,Entire home/apt,1039,28,0,0.0,5,346,Inner,19,5.21,28+ days,9.017843445458096
8385,36287837,21970931,Nui,Bang Sue,13.81979,100.52969,Entire home/apt,741,1,39,0.92,22,152,Inner,213,58.36,1,9.728422622341474
8419,36391777,24838982,Apinun,Thon buri,13.71244,100.47143,Private room,491,1,82,1.96,5,131,Inner,234,64.11,1,9.957757311113827
8421,36786593,272358230,Charles,Bang Phlat,13.80134,100.50652,Entire home/apt,1180,50,2,0.27,28,365,Inner,0,0.0,28+ days,9.171643587142993
8429,36796396,272358230,Charles,Bang Phlat,13.80129,100.50796,Entire home/apt,1280,50,0,0.0,28,300,Inner,65,17.81,28+ days,9.069915515494404
8431,36796753,272358230,Charles,Bang Phlat,13.79998,100.5084,Entire home/apt,1280,60,1,0.03,28,365,Inner,0,0.0,28+ days,8.926894911295264
8432,36796979,272358230,Charles,Bang Phlat,13.79955,100.50651,Entire home/apt,800,59,1,0.03,28,354,Inner,11,3.01,28+ days,9.019509966202692
8460,36836309,276861115,Songwad,Samphanthawong,13.73893,100.5057,Shared room,388,1,0,0.0,3,365,Inner,0,0.0,1,5.876712177491728
8485,37069902,114111975,Vikrant K.,Bang Sue,13.81968,100.53027,Entire home/apt,779,29,0,0.0,1,345,Inner,20,5.48,28+ days,9.695989078831104
8490,36906311,277379984,Gansiree,Bang Phlat,13.78254,100.49281,Private room,1100,2,0,0.0,3,175,Inner,190,52.05,2,8.842197345425213
8504,37476057,272358230,Charles,Bang Phlat,13.80053,100.50821,Entire home/apt,597,180,0,0.0,28,364,Inner,1,0.27,28+ days,8.987258564104367
8505,37476710,272358230,Charles,Bang Phlat,13.79946,100.50618,Entire home/apt,1592,85,1,0.03,28,365,Inner,0,0.0,28+ days,9.034820752404757
8520,36921912,160645481,Kosit,Bang Sue,13.81693,100.53319,Private room,999,7,3,0.56,1,25,Inner,340,93.15,7,9.306341498649063
8536,37170426,221323224,Kssir,Thon buri,13.70995,100.4687,Private room,3197,1,0,0.0,1,365,Inner,0,0.0,1,10.318703737515392
8539,37180302,213294586,Sun,Bang Phlat,13.7999,100.5063,Entire home/apt,900,59,1,0.2,11,221,Inner,144,39.45,28+ days,9.063785528523333
8542,37180315,213294586,Sun,Bang Phlat,13.80124,100.50788,Entire home/apt,900,62,0,0.0,11,365,Inner,0,0.0,28+ days,9.070951300858985
8546,37191734,221314551,Brfsz,Bang Phlat,13.81081,100.51496,Private room,3380,1,0,0.0,1,180,Inner,185,50.68,1,9.508323638099887
8594,37522339,272358230,Charles,Bang Phlat,13.79981,100.50832,Entire home/apt,1380,35,3,0.07,28,346,Inner,19,5.21,28+ days,8.917642240509254
8595,37522551,272358230,Charles,Bang Phlat,13.79965,100.50828,Entire home/apt,1420,90,2,0.06,28,365,Inner,0,0.0,28+ days,8.90657171486541
8601,37742625,272358230,Charles,Bang Phlat,13.80104,100.5063,Entire home/apt,1420,59,0,0.0,28,365,Inner,0,0.0,28+ days,9.160971813036014
8602,37742786,272358230,Charles,Bang Phlat,13.80045,100.50621,Entire home/apt,800,60,1,0.03,28,364,Inner,1,0.27,28+ days,9.11679189430285
8614,37286479,272358230,Charles,Bang Sue,13.82113,100.53765,Entire home/apt,518,120,0,0.0,28,186,Inner,179,49.04,28+ days,9.616571553565256
8615,37286883,272358230,Charles,Bang Sue,13.82173,100.53577,Entire home/apt,386,100,2,0.05,28,181,Inner,184,50.41,28+ days,9.733581436599298
8643,37613763,128943709,Rain,Bang Phlat,13.80091,100.50838,Entire home/apt,1500,21,4,0.11,26,138,Inner,227,62.19,21,9.008771243151969
8678,37790975,285546572,Riverview,Samphanthawong,13.73443,100.51199,Entire home/apt,2407,1,2,0.05,21,60,Inner,305,83.56,1,5.2003635227121565
8683,37814663,285546572,Riverview,Samphanthawong,13.7343,100.51186,Entire home/apt,2758,1,0,0.0,21,63,Inner,302,82.74,1,5.215208354801579
8704,37699818,272358230,Charles,Bang Phlat,13.7992,100.50661,Entire home/apt,1480,90,7,0.18,28,365,Inner,0,0.0,28+ days,8.982881619427149
8706,37700348,272358230,Charles,Bang Phlat,13.80082,100.50649,Entire home/apt,500,90,3,0.29,28,335,Inner,30,8.22,28+ days,9.129123813616342
8728,37707441,272358230,Charles,Bang Phlat,13.79992,100.50629,Entire home/apt,1000,60,2,0.27,28,364,Inner,1,0.27,28+ days,9.066177178772893
8730,37707530,272358230,Charles,Bang Phlat,13.80064,100.50815,Entire home/apt,1380,100,0,0.0,28,365,Inner,0,0.0,28+ days,9.000819589573583
8804,38088370,172820753,AliceGuo郭美,Bang Sue,13.82309,100.53632,Entire home/apt,800,30,30,0.75,17,145,Inner,220,60.27,28+ days,9.862967682060614
8805,38106324,272358230,Charles,Bang Phlat,13.8013,100.50659,Entire home/apt,1280,60,0,0.0,28,365,Inner,0,0.0,28+ days,9.163436305552189
8828,38033436,272358230,Charles,Bang Phlat,13.79942,100.50818,Entire home/apt,480,60,0,0.0,28,295,Inner,70,19.18,28+ days,8.893594373068634
8829,38107295,272358230,Charles,Bang Phlat,13.80095,100.50849,Entire home/apt,1080,180,0,0.0,28,365,Inner,0,0.0,28+ days,9.004881549435302
8832,38110659,144580577,류,Bang Sue,13.79844,100.53729,Entire home/apt,7374,1,0,0.0,1,365,Inner,0,0.0,1,7.227592908672456
8993,39120818,276861115,Songwad,Samphanthawong,13.73882,100.50571,Shared room,776,1,0,0.0,3,179,Inner,186,50.96,1,5.875203017246023
9061,39168485,300467904,ธีรศักดิ์,Bang Sue,13.83105,100.53367,Private room,1732,1,0,0.0,4,178,Inner,187,51.23,1,10.787937737812266
9063,39169156,300467904,ธีรศักดิ์,Bang Sue,13.8292,100.53282,Private room,1732,1,0,0.0,4,178,Inner,187,51.23,1,10.615735117231518
9077,39207692,3557636,Jan,Bang Phlat,13.78131,100.47571,Entire home/apt,843,10,12,0.31,1,353,Inner,12,3.29,10,10.350207636979372
9080,39220215,72200559,Mum,Bang Sue,13.80366,100.52226,Entire home/apt,1943,1,68,1.78,3,272,Inner,93,25.48,1,8.429003973144429
9125,39045085,276861115,Songwad,Samphanthawong,13.7388,100.50568,Shared room,388,1,0,0.0,3,364,Inner,1,0.27,1,5.878370641400735
9152,39263697,277379984,Gansiree,Bang Phlat,13.78132,100.49297,Private room,1100,2,0,0.0,3,270,Inner,95,26.03,2,8.75166491222299
9167,39409372,65709666,Pat,Bang Sue,13.81714,100.52992,Private room,1050,1,1,0.77,4,302,Inner,63,17.26,1,9.444301385461351
9183,39334553,65709666,Pat,Bang Sue,13.81959,100.53084,Private room,1050,1,2,0.06,4,302,Inner,63,17.26,1,9.666313463151088
9194,39347834,302242975,Oad,Samphanthawong,13.73979,100.50494,Shared room,8000,1,0,0.0,1,365,Inner,0,0.0,1,5.963013511588628
9201,39370359,300467904,ธีรศักดิ์,Bang Sue,13.83077,100.53596,Private room,1385,1,0,0.0,4,179,Inner,186,50.96,1,10.695191565328631
9219,39780992,305647942,Baan Dhammachard,Samphanthawong,13.73438,100.51122,Entire home/apt,15000,1,1,0.04,3,0,Inner,365,100.0,1,5.283822413099544
9241,39433854,34795931,Kim,Bang Phlat,13.77082,100.49767,Private room,1530,1,0,0.0,44,350,Inner,15,4.11,1,7.709726726669691
9266,39613344,17791076,Wassa,Bang Phlat,13.77521,100.48244,Private room,800,1,0,0.0,2,179,Inner,186,50.96,1,9.392963652235764
9267,39614149,17791076,Wassa,Bang Phlat,13.77483,100.48129,Shared room,2400,1,0,0.0,2,179,Inner,186,50.96,1,9.485570117535081
9287,39451421,28809954,Sani,Thon buri,13.7168,100.48554,Private room,1151,2,18,0.48,2,234,Inner,131,35.89,2,8.357954654773263
9297,39638898,272358230,Charles,Bang Phlat,13.79905,100.50784,Entire home/apt,800,90,0,0.0,28,364,Inner,1,0.27,28+ days,8.885143935800459
9329,39690458,305053924,Priscilla,Thon buri,13.73892,100.49147,Entire home/apt,1200,1,9,0.24,1,15,Inner,350,95.89,1,7.414924755776722
9340,39855975,272358230,Charles,Bang Phlat,13.79905,100.50643,Entire home/apt,900,50,1,0.25,28,304,Inner,61,16.71,28+ days,8.982716864974572
9349,39872564,213294586,Sun,Bang Phlat,13.80102,100.5067,Private room,500,60,1,0.2,11,365,Inner,0,0.0,28+ days,9.131896462234735
9369,39538761,298062309,用户6797,Bang Phlat,13.79932,100.50676,Entire home/apt,1039,30,6,0.18,1,224,Inner,141,38.63,28+ days,8.982649982130663
9380,39541293,303809146,Angkana,Bang Phlat,13.7791,100.48629,Private room,1600,1,0,0.0,1,180,Inner,185,50.68,1,9.23251092702261
9396,40044194,272358230,Charles,Bang Phlat,13.7991,100.50618,Entire home/apt,800,180,0,0.0,28,364,Inner,1,0.27,28+ days,9.004396087760187
9429,39925465,285546572,Riverview,Samphanthawong,13.73328,100.51308,Entire home/apt,1814,1,0,0.0,21,0,Inner,365,100.0,1,5.091368655150272
9430,39925480,285546572,Riverview,Samphanthawong,13.73328,100.51308,Entire home/apt,1814,1,0,0.0,21,63,Inner,302,82.74,1,5.091368655150272
9432,39925491,285546572,Riverview,Samphanthawong,13.73328,100.51308,Entire home/apt,2165,1,0,0.0,21,0,Inner,365,100.0,1,5.091368655150272
9433,39925502,285546572,Riverview,Samphanthawong,13.73328,100.51308,Entire home/apt,3326,1,0,0.0,21,56,Inner,309,84.66,1,5.091368655150272
9434,39925515,285546572,Riverview,Samphanthawong,13.73328,100.51308,Entire home/apt,2282,1,0,0.0,21,0,Inner,365,100.0,1,5.091368655150272
9435,39925531,285546572,Riverview,Samphanthawong,13.73328,100.51308,Entire home/apt,2165,1,0,0.0,21,0,Inner,365,100.0,1,5.091368655150272
9436,39925541,285546572,Riverview,Samphanthawong,13.73328,100.51308,Entire home/apt,1463,1,0,0.0,21,0,Inner,365,100.0,1,5.091368655150272
9437,39925667,285546572,Riverview,Samphanthawong,13.73328,100.51308,Entire home/apt,3326,1,1,0.06,21,64,Inner,301,82.47,1,5.091368655150272
9438,39925684,285546572,Riverview,Samphanthawong,13.73328,100.51308,Entire home/apt,2048,1,0,0.0,21,0,Inner,365,100.0,1,5.091368655150272
9439,39925713,285546572,Riverview,Samphanthawong,13.73328,100.51308,Entire home/apt,2282,1,0,0.0,21,0,Inner,365,100.0,1,5.091368655150272
9440,39925725,285546572,Riverview,Samphanthawong,13.73328,100.51308,Entire home/apt,2048,1,0,0.0,21,0,Inner,365,100.0,1,5.091368655150272
9446,39738193,305431299,Supalai,Thon buri,13.70649,100.49595,Entire home/apt,3280,1,1,0.03,1,176,Inner,189,51.78,1,7.70641958883327
9474,39756957,285546572,Riverview,Samphanthawong,13.7343,100.51186,Entire home/apt,2758,1,0,0.0,21,63,Inner,302,82.74,1,5.215208354801579
9475,39757611,285546572,Riverview,Samphanthawong,13.7343,100.51186,Entire home/apt,2975,1,0,0.0,21,52,Inner,313,85.75,1,5.215208354801579
9476,39757729,285546572,Riverview,Samphanthawong,13.7343,100.51186,Entire home/apt,2975,1,0,0.0,21,55,Inner,310,84.93,1,5.215208354801579
9478,39758253,285546572,Riverview,Samphanthawong,13.7343,100.51186,Entire home/apt,2758,1,0,0.0,21,53,Inner,312,85.48,1,5.215208354801579
9479,39758314,285546572,Riverview,Samphanthawong,13.7339,100.51202,Entire home/apt,2457,1,0,0.0,21,0,Inner,365,100.0,1,5.200667182937565
9481,39758657,285546572,Riverview,Samphanthawong,13.7343,100.51186,Entire home/apt,2691,1,1,0.03,21,65,Inner,300,82.19,1,5.215208354801579
9482,39758727,285546572,Riverview,Samphanthawong,13.7343,100.51186,Entire home/apt,2691,1,0,0.0,21,61,Inner,304,83.29,1,5.215208354801579
9483,39760040,285546572,Riverview,Samphanthawong,13.7343,100.51186,Entire home/apt,4279,1,0,0.0,21,73,Inner,292,80.0,1,5.215208354801579
9506,39763417,81275310,Prang,Thon buri,13.71281,100.48228,Private room,896,7,0,0.0,1,361,Inner,4,1.1,7,8.822039106859663
9512,40148249,220893313,无名氏,Bang Phlat,13.79908,100.50674,Private room,497,30,0,0.0,1,54,Inner,311,85.21,28+ days,8.963676033660004
9516,40162719,36861027,Patiphat,Bang Sue,13.81832,100.53316,Entire home/apt,1321,4,0,0.0,1,173,Inner,192,52.6,4,9.453589337225756
9521,40178405,213294586,Sun,Bang Phlat,13.80121,100.50851,Entire home/apt,800,90,1,0.19,11,232,Inner,133,36.44,28+ days,9.026164408533083
9532,40199326,206735374,Ratcharee,Bang Phlat,13.78431,100.4745,Entire home/apt,4563,2,41,1.11,1,96,Inner,269,73.7,2,10.625109059837188
9582,40380909,288307502,Isabelle,Thon buri,13.71795,100.48628,Entire home/apt,860,7,1,0.03,1,0,Inner,365,100.0,7,8.247411425556843
9601,40642344,300467904,ธีรศักดิ์,Bang Sue,13.829,100.53215,Private room,1385,1,0,0.0,4,179,Inner,186,50.96,1,10.614801866038729
9602,40642658,76077432,Amy,Bang Phlat,13.80005,100.50789,Entire home/apt,420,30,2,0.06,11,0,Inner,365,100.0,28+ days,8.967495728136457
9603,40643166,76077432,Amy,Bang Phlat,13.79867,100.50732,Entire home/apt,420,30,1,0.03,11,0,Inner,365,100.0,28+ days,8.888639412224032
9609,40297413,69640446,Chanyika & Tang Mo,Bang Phlat,13.77638,100.49647,Private room,2000,1,1,0.12,3,349,Inner,16,4.38,1,8.13554286668654
9614,40644512,172801624,Nantarat,Bang Phlat,13.78189,100.49948,Entire home/apt,2000,2,14,0.38,2,162,Inner,203,55.62,2,8.215998709149703
9652,40669084,41578204,Piraya,Bang Phlat,13.79911,100.50799,Entire home/apt,600,29,0,0.0,2,26,Inner,339,92.88,28+ days,8.879990359130886
9661,40687004,172801624,Nantarat,Bang Phlat,13.78032,100.49848,Entire home/apt,2000,2,16,0.43,2,163,Inner,202,55.34,2,8.199697827731027
9703,40480818,27888176,Tarm,Bang Sue,13.80584,100.52758,Entire home/apt,500,90,0,0.0,4,358,Inner,7,1.92,28+ days,8.384439363385079
9712,40739263,32455266,Amy,Bang Phlat,13.77953,100.4856,Entire home/apt,871,7,17,0.46,10,333,Inner,32,8.77,7,9.320934777389345
9797,40900291,76077432,Amy,Bang Phlat,13.79901,100.5064,Entire home/apt,420,30,1,0.03,11,0,Inner,365,100.0,28+ days,8.981428860652288
9798,40900412,76077432,Amy,Bang Phlat,13.79661,100.50585,Entire home/apt,420,30,2,0.06,11,0,Inner,365,100.0,28+ days,8.819669776123376
9816,40938071,20146259,Nattapon,Samphanthawong,13.73734,100.51437,Entire home/apt,2414,2,37,1.01,4,316,Inner,49,13.42,2,4.935285354114345
9820,40940764,318980015,Thapanee,Thon buri,13.71776,100.48071,Entire home/apt,950,14,6,0.17,6,154,Inner,211,57.81,14,8.836244923016105
9842,41051440,235444736,Anuttaka,Bang Phlat,13.77646,100.48002,Entire home/apt,2157,1,7,0.2,3,113,Inner,252,69.04,1,9.688898232864625
9851,40978967,319542532,Tatchai,Samphanthawong,13.73914,100.51216,Private room,1457,1,1,0.19,1,49,Inner,316,86.58,1,5.179560392636239
9885,41161986,65709666,Pat,Bang Sue,13.81735,100.53014,Private room,1050,1,0,0.0,4,302,Inner,63,17.26,1,9.45796819853105
9895,41075801,235444736,Anuttaka,Bang Phlat,13.77776,100.47819,Entire home/apt,3500,5,1,1.0,3,74,Inner,291,79.73,5,9.930440643191163
9913,41019875,25923645,Klai,Samphanthawong,13.73694,100.51537,Private room,3500,2,4,0.11,2,358,Inner,7,1.92,2,4.826995010757744
9936,41113937,321184297,Mustang,Samphanthawong,13.73847,100.51422,Private room,6500,1,11,0.3,10,343,Inner,22,6.03,1,4.95402380471028
9939,41115210,321184297,Mustang,Samphanthawong,13.73795,100.51382,Private room,6500,1,4,0.11,10,349,Inner,16,4.38,1,4.995726915894651
9960,41445466,49929391,Tanya,Thon buri,13.71796,100.48197,Entire home/apt,700,3,34,1.0,1,0,Inner,365,100.0,3,8.698650132214032
9961,41201991,119713961,Guide Duangruetai,Bang Phlat,13.77680852635495,100.48399909682009,Private room,900,2,9,3.1,1,29,Inner,336,92.05,2,9.324898469649858
9976,41125313,76077432,Amy,Bang Phlat,13.79919,100.50791,Entire home/apt,420,30,0,0.0,11,0,Inner,365,100.0,28+ days,8.892318658664133
9977,41125858,76077432,Amy,Bang Phlat,13.79993,100.50565,Entire home/apt,420,30,0,0.0,11,0,Inner,365,100.0,28+ days,9.1115172888982
10006,41245417,277379984,Gansiree,Bang Phlat,13.78263,100.49505,Private room,1100,2,0,0.0,3,358,Inner,7,1.92,2,8.650035233844772
10058,41542581,327258386,สมศักดิ์,Thon buri,13.70675,100.48529,Private room,1000,1,0,0.0,15,365,Inner,0,0.0,1,8.746465603427726
10061,41725778,329511533,Sirintra,Bang Sue,13.81183,100.52005,Entire home/apt,400,180,6,0.19,2,25,Inner,340,93.15,28+ days,9.338370518706396
10105,41602369,328017145,Live,Bang Phlat,13.78923,100.49767,Private room,1290,1,1,0.03,1,180,Inner,185,50.68,1,8.878493094273276
10118,41301071,114815203,Fun Cafe And Hostel,Samphanthawong,13.73326,100.51541,Shared room,2160,1,0,0.0,1,365,Inner,0,0.0,1,4.840420284955584
10142,41762530,325484378,Methinee,Bang Phlat,13.77812,100.49387,Private room,500,2,0,0.0,1,62,Inner,303,83.01,2,8.476085653670003
10172,41633822,18123364,Jib,Bang Sue,13.82279,100.53365,Entire home/apt,1375,8,2,0.16,2,231,Inner,134,36.71,8,9.910043784657464
10173,41634746,151070083,Smile,Bang Phlat,13.80048,100.50865,Entire home/apt,537,30,2,0.2,5,291,Inner,74,20.27,28+ days,8.953344272507453
10215,41826811,330581818,Ramita,Samphanthawong,13.74106,100.50956,Entire home/apt,1600,1,2,0.06,1,361,Inner,4,1.1,1,5.473789125913739
10227,42159429,65709666,Pat,Bang Sue,13.81765,100.53056,Entire home/apt,1300,1,0,0.0,4,271,Inner,94,25.75,1,9.473812869241232
10242,41851165,76077432,Amy,Bang Phlat,13.79941,100.50614,Entire home/apt,850,30,0,0.0,11,0,Inner,365,100.0,28+ days,9.033379197650873
10253,41918222,27024702,Hadhaya,Thon buri,13.71923,100.4924,Entire home/apt,1249,30,15,0.47,1,113,Inner,252,69.04,28+ days,7.5713106809632436
10259,41924212,305647942,Baan Dhammachard,Samphanthawong,13.73526,100.51129,Entire home/apt,10000,1,6,0.17,3,0,Inner,365,100.0,1,5.271800649124991
10262,41925695,305647942,Baan Dhammachard,Samphanthawong,13.7365,100.51278,Entire home/apt,4500,1,5,0.15,3,0,Inner,365,100.0,1,5.107418148007188
10287,42188509,257767442,ทวีสิงห์,Thon buri,13.70481,100.4815,Private room,657,5,9,0.26,10,89,Inner,276,75.62,5,9.207458323023321
10296,42208502,151070083,Smile,Bang Phlat,13.8014,100.50621,Entire home/apt,537,30,1,0.1,5,327,Inner,38,10.41,28+ days,9.197960269934539
10298,42208910,42526044,Pisith,Bang Phlat,13.80096,100.50659,Private room,550,31,0,0.0,1,314,Inner,51,13.97,28+ days,9.134266209975829
10317,42338944,328295325,Jirunya,Bang Phlat,13.77516,100.48659,Entire home/apt,1680,2,0,0.0,1,180,Inner,185,50.68,2,8.991848810945221
10330,42220816,291293007,Ploynapus,Samphanthawong,13.74014,100.50955,Private room,2500,1,1,0.03,2,158,Inner,207,56.71,1,5.467467770324098
10343,42363682,336965588,Sarinrada,Bang Phlat,13.78508,100.49379,Private room,690,60,0,0.0,1,90,Inner,275,75.34,28+ days,8.919960083544773
10346,42223748,291293007,Ploynapus,Samphanthawong,13.74014,100.50941,Private room,2500,1,1,0.23,2,165,Inner,200,54.79,1,5.48257895840768
10389,42270695,194512068,Sahiba,Thon buri,13.71056,100.48017,Entire home/apt,1156,1,8,0.66,1,324,Inner,41,11.23,1,9.116608347018099
10402,42304013,267746594,Windy,Thon buri,13.72055,100.49288,Entire home/apt,1339,30,14,0.41,37,112,Inner,253,69.32,28+ days,7.4843202239124675
10434,42050966,26330327,Banc,Bang Sue,13.80522,100.53593,Entire home/apt,1771,1,12,0.57,1,349,Inner,16,4.38,1,7.983895860593323
10503,42601885,329511533,Sirintra,Bang Sue,13.81268,100.51979,Entire home/apt,420,180,10,0.31,2,210,Inner,155,42.47,28+ days,9.434765702436149
10510,42446801,151070083,Smile,Bang Phlat,13.79921,100.50831,Entire home/apt,537,30,3,0.22,5,200,Inner,165,45.21,28+ days,8.866697135618743
